response_id,"user_id",conv_id,"answer"
904,"20da5cb",45,"bot"
905,"20da5cb",77,"human"
906,"2682cfb",57,"human"
907,"9211fa5",34,"human"
908,"9211fa5",47,"human"
909,"9211fa5",5,"bot"
910,"9211fa5",20,"human"
911,"9211fa5",39,"human"
912,"9211fa5",23,"bot"
913,"9211fa5",41,"bot"
914,"9211fa5",86,"human"
915,"9211fa5",8,"bot"
916,"9211fa5",2,"human"
917,"9211fa5",90,"human"
918,"9211fa5",72,"bot"
919,"acbc795",19,"bot"
920,"acbc795",100,"bot"
921,"acbc795",2,"bot"
922,"acbc795",42,"human"
923,"acbc795",89,"human"
924,"acbc795",77,"bot"
925,"acbc795",90,"human"
926,"acbc795",63,"human"
927,"acbc795",13,"bot"
928,"acbc795",87,"human"
929,"acbc795",70,"human"
930,"acbc795",25,"human"
931,"acbc795",93,"human"
932,"acbc795",61,"human"
933,"acbc795",26,"bot"
934,"acbc795",7,"human"
935,"acbc795",6,"human"
936,"acbc795",88,"bot"
937,"acbc795",17,"bot"
938,"9211fa5",18,"bot"
939,"9211fa5",84,"bot"
940,"9211fa5",49,"bot"
941,"9211fa5",64,"bot"
942,"acbc795",41,"bot"
943,"9211fa5",96,"human"
944,"9211fa5",11,"bot"
945,"acbc795",52,"bot"
946,"9211fa5",77,"human"
947,"acbc795",72,"bot"
948,"9211fa5",15,"bot"
949,"9211fa5",19,"human"
950,"acbc795",21,"human"
951,"9211fa5",80,"bot"
952,"acbc795",16,"human"
953,"acbc795",11,"bot"
954,"acbc795",74,"human"
955,"9211fa5",67,"bot"
956,"acbc795",65,"bot"
957,"acbc795",43,"bot"
958,"acbc795",36,"human"
959,"acbc795",68,"human"
960,"9211fa5",28,"human"
961,"9211fa5",1,"human"
962,"9211fa5",74,"bot"
963,"4999f02",14,"bot"
964,"103219f",34,"bot"
965,"103219f",60,"bot"
966,"160479c",31,"bot"
967,"1dccb8c",83,"human"
968,"1dccb8c",24,"bot"
969,"1dccb8c",100,"human"
970,"1dccb8c",46,"human"
971,"1dccb8c",6,"human"
972,"1dccb8c",30,"bot"
973,"1dccb8c",96,"bot"
974,"1dccb8c",10,"human"
975,"1dccb8c",33,"human"
976,"1dccb8c",14,"human"
977,"1dccb8c",88,"human"
978,"1dccb8c",52,"bot"
979,"1dccb8c",53,"human"
980,"1dccb8c",89,"bot"
981,"1dccb8c",92,"human"
982,"4cfdea2",36,"bot"
983,"4cfdea2",12,"bot"
984,"4cfdea2",10,"human"
985,"4cfdea2",30,"bot"
986,"4cfdea2",70,"bot"
987,"4cfdea2",95,"bot"
988,"4cfdea2",32,"human"
989,"4cfdea2",39,"bot"
990,"4cfdea2",8,"bot"
991,"4cfdea2",7,"bot"
992,"4cfdea2",14,"bot"
993,"4cfdea2",25,"human"
994,"4cfdea2",76,"human"
995,"4cfdea2",49,"bot"
996,"4cfdea2",94,"human"
997,"4cfdea2",97,"human"
998,"4cfdea2",93,"human"
999,"4cfdea2",35,"bot"
1000,"4cfdea2",67,"human"
1001,"4cfdea2",79,"bot"
1002,"4cfdea2",37,"bot"
1003,"4cfdea2",62,"human"
1004,"4cfdea2",81,"bot"
1005,"4cfdea2",73,"bot"
1006,"4cfdea2",90,"human"
1007,"4cfdea2",15,"human"
1008,"4cfdea2",68,"human"
1009,"4cfdea2",74,"human"
1010,"4cfdea2",69,"bot"
1011,"da6d0ca",6,"human"
1012,"da6d0ca",29,"human"
1013,"da6d0ca",21,"bot"
1014,"da6d0ca",77,"bot"
1015,"da6d0ca",3,"human"
1016,"da6d0ca",70,"human"
1017,"da6d0ca",100,"human"
1018,"da6d0ca",1,"bot"
1019,"da6d0ca",35,"bot"
1020,"da6d0ca",91,"bot"
1021,"da6d0ca",13,"human"
1022,"da6d0ca",2,"human"
1023,"da6d0ca",66,"bot"
1024,"da6d0ca",44,"human"
1025,"da6d0ca",7,"bot"
1026,"da6d0ca",50,"human"
1027,"da6d0ca",28,"human"
1028,"da6d0ca",82,"human"
1029,"da6d0ca",79,"bot"
1030,"da6d0ca",47,"human"
1031,"da6d0ca",18,"bot"
1032,"8059991",11,"bot"
1033,"8059991",5,"human"
1034,"8059991",40,"human"
1035,"8059991",7,"human"
1036,"8059991",27,"bot"
1037,"8059991",6,"human"
1038,"8059991",68,"bot"
1039,"8059991",30,"human"
1040,"8059991",14,"bot"
1041,"8059991",54,"human"
1042,"8059991",50,"bot"
1043,"9211fa5",100,"bot"
1044,"acbc795",11,"bot"
1045,"acbc795",95,"human"
1046,"acbc795",55,"bot"
1047,"acbc795",33,"human"
1048,"acbc795",64,"human"
1049,"acbc795",78,"bot"
1050,"1464071",99,"bot"
1051,"76ed410",19,"bot"
1052,"76ed410",49,"bot"
1053,"76ed410",18,"bot"
1054,"76ed410",12,"human"
1055,"76ed410",78,"human"
1056,"76ed410",60,"bot"
1057,"76ed410",82,"bot"
1058,"76ed410",76,"bot"
1059,"76ed410",21,"human"
1060,"acbc795",13,"bot"
1061,"4e316ed",37,"bot"
1062,"acbc795",91,"human"
1063,"4e316ed",79,"bot"
1064,"acbc795",8,"bot"
1065,"acbc795",58,"human"
1066,"acbc795",44,"bot"
1067,"acbc795",66,"human"
1068,"4e316ed",90,"human"
1069,"acbc795",30,"bot"
1070,"acbc795",23,"bot"
1071,"acbc795",98,"human"
1072,"4e316ed",92,"human"
1073,"4e316ed",22,"human"
1074,"4e316ed",66,"bot"
1075,"acbc795",57,"bot"
1076,"acbc795",50,"human"
1077,"acbc795",5,"bot"
1078,"acbc795",94,"human"
1079,"4e316ed",9,"human"
1080,"4e316ed",50,"human"
1081,"acbc795",85,"human"
1082,"4e316ed",43,"bot"
1083,"acbc795",99,"bot"
1084,"4e316ed",68,"bot"
1085,"4e316ed",93,"human"
1086,"4e316ed",39,"bot"
1087,"4e316ed",99,"human"
1088,"4ee4e67",72,"bot"
1089,"4ee4e67",25,"human"
1090,"4ee4e67",97,"human"
1091,"4ee4e67",97,"human"
1092,"4ee4e67",17,"human"
1093,"4ee4e67",53,"human"
1094,"4ee4e67",58,"human"
1095,"4ee4e67",54,"human"
1096,"4ee4e67",36,"human"
1097,"4ee4e67",13,"human"
1098,"4ee4e67",26,"human"
1099,"4ee4e67",90,"human"
1100,"4ee4e67",88,"human"
1101,"4ee4e67",67,"bot"
1102,"4ee4e67",74,"bot"
1103,"c3ba424",49,"bot"
1104,"c3ba424",67,"bot"
1105,"1464071",65,"bot"
1106,"1464071",5,"bot"
1107,"c3ba424",87,"human"
1108,"1464071",46,"bot"
1109,"1464071",78,"bot"
1110,"1464071",79,"bot"
1111,"1464071",59,"bot"
1112,"1464071",6,"human"
1113,"1464071",47,"bot"
1114,"1464071",21,"human"
1115,"1464071",9,"bot"
1116,"1464071",15,"bot"
1117,"1464071",61,"human"
1118,"1464071",8,"bot"
1119,"1464071",45,"bot"
1120,"1464071",90,"human"
1121,"1464071",10,"human"
1122,"1464071",40,"bot"
1123,"1464071",25,"human"
1124,"1464071",73,"bot"
1125,"1464071",64,"human"
1126,"1464071",92,"bot"
1127,"1464071",44,"human"
1128,"1464071",60,"human"
1129,"1464071",83,"human"
1130,"1464071",31,"bot"
1131,"1464071",30,"bot"
1132,"afee6ed",68,"bot"
1133,"afee6ed",20,"human"
1134,"afee6ed",42,"human"
1135,"afee6ed",3,"human"
1136,"afee6ed",22,"bot"
1137,"afee6ed",35,"bot"
1138,"b9f18c6",144,"human"
1139,"b9f18c6",37,"bot"
1140,"b9f18c6",108,"bot"
1141,"b9f18c6",10,"human"
